Name;Position;Age;Team_from;League_from;Team_to;League_to;Season;Market_value;Transfer_fee;ROI;PV
Simone Perrotta;Attacking Midfield;26;Chievo Verona;Serie A;AS Roma;Serie A;2004-2005;NA;7200000;NA;NA
Eduardo;Centre-Forward;27;Arsenal;Premier League;Shakhtar D.;Premier Liga;2010-2011;10500000;7200000;-0.314285714285714;-3300000
Steven Fletcher;Centre-Forward;23;Burnley;Championship;Wolves;Premier League;2010-2011;4500000;7200000;0.6;2700000
Lisandro López;Centre-Forward;30;Olympique Lyon;Ligue 1;Al Gharafa;Stars League;2013-2014;8500000;7200000;-0.152941176470588;-1300000
Jucilei;Defensive Midfield;27;Al-Jazira;UAE Gulf League;SD Luneng;Super League;2015-2016;7000000;7200000;0.0285714285714286;200000
Jonathas;Centre-Forward;26;Elche CF;LaLiga2;Real Sociedad;LaLiga;2015-2016;6000000;7200000;0.2;1200000
Patrick Roberts;Right Winger;18;Fulham;Championship;Man City;Premier League;2015-2016;2500000;7200000;1.88;4700000
Cristian Espinoza;Right Winger;21;Huracán;Primera División;Villarreal CF;LaLiga;2016-2017;5000000;7200000;0.44;2200000
Diogo Jota;Left Winger;19;Paços Ferreira;Liga NOS;Atlético Madrid;LaLiga;2016-2017;3000000;7200000;1.4;4200000
Santiago Ascacíbar;Defensive Midfield;20;Estudiantes;Primera División;VfB Stuttgart;1.Bundesliga;2017-2018;7500000;7200000;-0.04;-300000
Yuning Zhang;Centre-Forward;20;Vitesse;Eredivisie;West Brom;Premier League;2017-2018;700000;7200000;9.28571428571429;6500000
Oghenekaro Etebo;Central Midfield;22;Feirense;Liga NOS;Stoke City;Championship;2018-2019;1500000;7200000;3.8;5700000
Dominic Matteo;Left-Back;26;Liverpool;Premier League;Leeds;Premier League;2000-2001;NA;7130000;NA;NA
Avilés Hurtado;Left Winger;30;Club Tijuana;Liga MX Clausura;Monterrey;Liga MX Clausura;2017-2018;2500000;7130000;1.852;4630000
Ewerthon;Centre-Forward;20;Corinthians;Brazil;Bor. Dortmund;1.Bundesliga;2001-2002;NA;7100000;NA;NA
Germán Denis;Centre-Forward;26;Independiente;Torneo Final;SSC Napoli;Serie A;2008-2009;8250000;7100000;-0.139393939393939;-1150000
Haifeng Ding;Left-Back;24;Liaoning FC;Super League;HB CFFC;Super League;2015-2016;225000;7100000;30.5555555555556;6875000
Rudy Gestede;Centre-Forward;28;Aston Villa;Championship;Middlesbrough;Premier League;2016-2017;7000000;7100000;0.0142857142857143;100000
Arthur Masuaku;Left-Back;22;Olympiacos;Super League;West Ham;Premier League;2016-2017;7000000;7100000;0.0142857142857143;100000
Björn Engels;Centre-Back;22;Club Brugge;Jupiler Pro League;Olympiacos;Super League;2017-2018;8000000;7100000;-0.1125;-900000
Chao Gu;Goalkeeper;26;ZJ Greentown;Super League;JS Suning;Super League;2015-2016;125000;7050000;55.4;6925000
Mauro Germán Camoranesi;Right Midfield;24;CD Cruz Azul;Mexico;Hellas Verona;Serie A;2000-2001;NA;7000000;NA;NA
Rodrigo Tello;Left Midfield;21;U. de Chile;Chile;Sporting CP;Liga NOS;2000-2001;NA;7000000;NA;NA
Luís Fabiano;Centre-Forward;19;Ponte Preta;Brazil;Stade Rennais;Ligue 1;2000-2001;NA;7000000;NA;NA
Marcelinho Paraíba;Attacking Midfield;26;Grêmio;Brazil;Hertha BSC;1.Bundesliga;2001-2002;NA;7000000;NA;NA
Javier Chevantón;Centre-Forward;20;Danubio FC;Uruguay;Lecce;Serie A;2001-2002;NA;7000000;NA;NA
Cosmin Contra;Right-Back;25;Alavés;LaLiga;AC Milan;Serie A;2001-2002;NA;7000000;NA;NA
Camel Meriem;Attacking Midfield;22;FC Sochaux;Ligue 1;G. Bordeaux;Ligue 1;2001-2002;NA;7000000;NA;NA
Jesper Blomqvist;Left Midfield;27;Man Utd;Premier League;Everton;Premier League;2001-2002;NA;7000000;NA;NA
Nelson Vivas;Right-Back;31;Arsenal;Premier League;Inter;Serie A;2001-2002;NA;7000000;NA;NA
Milan Baros;Centre-Forward;20;Banik Ostrava;Czech Republic;Liverpool;Premier League;2001-2002;NA;7000000;NA;NA
Christian Poulsen;Defensive Midfield;22;FC Copenhagen;Denmark;FC Schalke 04;1.Bundesliga;2002-2003;NA;7000000;NA;NA
Mark Bresciano;Central Midfield;22;FC Empoli;Serie A;Parma;Serie A;2002-2003;NA;7000000;NA;NA
Nicola Legrottaglie;Centre-Back;26;Chievo Verona;Serie A;Juventus;Serie A;2003-2004;NA;7000000;NA;NA
Danko Lazovic;Second Striker;20;Partizan;Serbia;Feyenoord;Eredivisie;2003-2004;NA;7000000;NA;NA
Michael Dawson;Centre-Back;21;Nottm Forest;Championship;Spurs;Premier League;2004-2005;1000000;7000000;6;6000000
Philippe Mexès;Centre-Back;22;AJ Auxerre;Ligue 1;AS Roma;Serie A;2004-2005;NA;7000000;NA;NA
Fabrizio Miccoli;Centre-Forward;25;Juventus;Serie A;Fiorentina;Serie A;2004-2005;NA;7000000;NA;NA
Matteo Ferrari;Centre-Back;24;Parma;Serie A;AS Roma;Serie A;2004-2005;NA;7000000;NA;NA
Diego;Attacking Midfield;19;Santos FC;Brazil;FC Porto;Liga NOS;2004-2005;NA;7000000;NA;NA
Mamadou Niang;Centre-Forward;25;R. Strasbourg;Ligue 1;Marseille;Ligue 1;2005-2006;5000000;7000000;0.4;2000000
Fabio Cannavaro;Centre-Back;32;Juventus;Serie B;Real Madrid;LaLiga;2006-2007;14000000;7000000;-0.5;-7000000
Mateja Kezman;Centre-Forward;27;Atlético Madrid;LaLiga;Fenerbahce;Süper Lig;2006-2007;12500000;7000000;-0.44;-5500000
Alejandro Domínguez;Attacking Midfield;25;Rubin Kazan;Premier Liga;Zenit S-Pb;Premier Liga;2006-2007;7000000;7000000;0;0
Jérémy Toulalan;Defensive Midfield;22;FC Nantes;Ligue 1;Olympique Lyon;Ligue 1;2006-2007;7000000;7000000;0;0
Martin Petrov;Left Winger;28;Atlético Madrid;LaLiga;Man City;Premier League;2007-2008;10000000;7000000;-0.3;-3000000
Lassana Diarra;Defensive Midfield;22;Arsenal;Premier League;Portsmouth;Premier League;2007-2008;7000000;7000000;0;0
Ciprian Marica;Centre-Forward;21;Shakhtar D.;Premier Liga;VfB Stuttgart;1.Bundesliga;2007-2008;5000000;7000000;0.4;2000000
Felipe Caicedo;Centre-Forward;19;FC Basel;Super League;Man City;Premier League;2007-2008;5000000;7000000;0.4;2000000
Andrea Caracciolo;Centre-Forward;26;Sampdoria;Serie A;Brescia;Serie B;2007-2008;4400000;7000000;0.590909090909091;2600000
Emerson Sheik;Left Winger;29;Stade Rennais;Ligue 1;Al Sadd;Qatar;2007-2008;3500000;7000000;1;3500000
Diego López;Goalkeeper;25;Real Madrid;LaLiga;Villarreal CF;LaLiga;2007-2008;2750000;7000000;1.54545454545455;4250000
Andrés Guardado;Central Midfield;20;Atlas;Liga MX Clausura;Dep. La Coruña;LaLiga;2007-2008;600000;7000000;10.6666666666667;6400000
Carlos Eduardo;Attacking Midfield;20;Grêmio;Série A;TSG Hoffenheim;2.Bundesliga;2007-2008;NA;7000000;NA;NA
Achille Emaná;Attacking Midfield;26;Toulouse;Ligue 1;Real Betis;LaLiga;2008-2009;10000000;7000000;-0.3;-3000000
Cristian Zaccardo;Centre-Back;26;US Palermo;Serie A;VfL Wolfsburg;1.Bundesliga;2008-2009;7000000;7000000;0;0
Rolando Bianchi;Centre-Forward;25;Man City;Premier League;Torino;Serie A;2008-2009;6500000;7000000;0.0769230769230769;500000
Pablo Piatti;Left Winger;19;Estudiantes;Torneo Final;UD Almería;LaLiga;2008-2009;6500000;7000000;0.0769230769230769;500000
Rio Mavuba;Defensive Midfield;24;Villarreal CF;LaLiga;LOSC Lille;Ligue 1;2008-2009;6000000;7000000;0.166666666666667;1000000
Darío Cvitanich;Centre-Forward;24;CA Banfield;Torneo Final;AFC Ajax;Eredivisie;2008-2009;4800000;7000000;0.458333333333333;2200000
Andrea Raggi;Centre-Back;24;FC Empoli;Serie B;US Palermo;Serie A;2008-2009;4300000;7000000;0.627906976744186;2700000
Dave Kitson;Centre-Forward;28;Reading;Championship;Stoke City;Premier League;2008-2009;4250000;7000000;0.647058823529412;2750000
Zoran Tosic;Right Winger;21;Partizan;SuperLiga;Man Utd;Premier League;2008-2009;4250000;7000000;0.647058823529412;2750000
Daniel Osvaldo;Centre-Forward;23;Fiorentina;Serie A;Bologna;Serie A;2008-2009;4000000;7000000;0.75;3000000
Cristian Rodríguez;Left Midfield;22;Paris SG;Ligue 1;FC Porto;Liga NOS;2008-2009;3500000;7000000;1;3500000
Lautaro Acosta;Left Winger;20;Lanús;Torneo Final;Sevilla FC;LaLiga;2008-2009;2900000;7000000;1.41379310344828;4100000
Sidnei;Centre-Back;18;Internacional;Série A;Benfica;Liga NOS;2008-2009;1500000;7000000;3.66666666666667;5500000
Fernandão;Centre-Forward;30;Internacional;Série A;Al Gharafa;Qatar;2008-2009;1000000;7000000;6;6000000
Lúcio;Centre-Back;31;Bayern Munich;1.Bundesliga;Inter;Serie A;2009-2010;18000000;7000000;-0.611111111111111;-11000000
Elano;Attacking Midfield;28;Man City;Premier League;Galatasaray;Süper Lig;2009-2010;12500000;7000000;-0.44;-5500000
Josip Simunic;Centre-Back;31;Hertha BSC;1.Bundesliga;TSG Hoffenheim;1.Bundesliga;2009-2010;9000000;7000000;-0.222222222222222;-2000000
Karim Ziani;Attacking Midfield;26;Marseille;Ligue 1;VfL Wolfsburg;1.Bundesliga;2009-2010;6500000;7000000;0.0769230769230769;500000
Cristian;Defensive Midfield;26;Corinthians;Série A;Fenerbahce;Süper Lig;2009-2010;6000000;7000000;0.166666666666667;1000000
Nikola Kalinic;Centre-Forward;21;Hajduk Split;1.HNL;Blackburn;Premier League;2009-2010;6000000;7000000;0.166666666666667;1000000
Thiago Neves;Attacking Midfield;24;Hamburger SV;1.Bundesliga;Hilal;Professional League;2009-2010;5000000;7000000;0.4;2000000
Robert Huth;Centre-Back;24;Middlesbrough;Championship;Stoke City;Premier League;2009-2010;4000000;7000000;0.75;3000000
Javi García;Defensive Midfield;22;Real Madrid;LaLiga;Benfica;Liga NOS;2009-2010;4000000;7000000;0.75;3000000
Lee Cattermole;Defensive Midfield;21;Wigan;Premier League;Sunderland;Premier League;2009-2010;3700000;7000000;0.891891891891892;3300000
Hugo Campagnaro;Centre-Back;29;Sampdoria;Serie A;SSC Napoli;Serie A;2009-2010;3200000;7000000;1.1875;3800000
Emiliano Viviano;Goalkeeper;23;Brescia;Serie B;Inter;Serie A;2009-2010;3000000;7000000;1.33333333333333;4000000
Javier Pastore;Attacking Midfield;20;Huracán;Torneo Final;US Palermo;Serie A;2009-2010;3000000;7000000;1.33333333333333;4000000
Yossi Benayoun;Right Winger;30;Liverpool;Premier League;Chelsea;Premier League;2010-2011;10500000;7000000;-0.333333333333333;-3500000
Stéphane Sessègnon;Attacking Midfield;26;Paris SG;Ligue 1;Sunderland;Premier League;2010-2011;8500000;7000000;-0.176470588235294;-1500000
Nikola Zigic;Centre-Forward;29;Valencia CF;LaLiga;Birmingham;Premier League;2010-2011;8000000;7000000;-0.125;-1000000
Dieumerci Mbokani;Centre-Forward;24;Standard Liège;Jupiler Pro League;Monaco;Ligue 1;2010-2011;8000000;7000000;-0.125;-1000000
Jonathan Biabiany;Right Winger;22;Inter;Serie A;Sampdoria;Serie A;2010-2011;7500000;7000000;-0.0666666666666667;-500000
Mario Mandzukic;Left Winger;24;Dinamo Zagreb;1.HNL;VfL Wolfsburg;1.Bundesliga;2010-2011;7500000;7000000;-0.0666666666666667;-500000
Elias;Central Midfield;25;Corinthians;Série A;Atlético Madrid;LaLiga;2010-2011;7000000;7000000;0;0
Ryan Babel;Left Winger;24;Liverpool;Premier League;TSG Hoffenheim;1.Bundesliga;2010-2011;6500000;7000000;0.0769230769230769;500000
Blerim Dzemaili;Central Midfield;24;Torino;Serie B;Parma;Serie A;2010-2011;5000000;7000000;0.4;2000000
Marc Janko;Centre-Forward;27;RB Salzburg;Bundesliga;FC Twente;Eredivisie;2010-2011;4500000;7000000;0.555555555555556;2500000
Aleksandar Lukovic;Centre-Back;27;Udinese Calcio;Serie A;Zenit S-Pb;Premier Liga;2010-2011;3800000;7000000;0.842105263157895;3200000
Luca Antonelli;Left-Back;23;Parma;Serie A;Genoa;Serie A;2010-2011;3500000;7000000;1;3500000
Oleksandr Gladky;Centre-Forward;22;Shakhtar D.;Premier Liga;Dnipro;Premier Liga;2010-2011;3000000;7000000;1.33333333333333;4000000
Ben Foster;Goalkeeper;27;Man Utd;Premier League;Birmingham;Premier League;2010-2011;3000000;7000000;1.33333333333333;4000000
Andrea Rispoli;Right-Back;21;Brescia;Serie A;Parma;Serie A;2010-2011;1500000;7000000;3.66666666666667;5500000
André Santos;Attacking Midfield;28;Fenerbahce;Süper Lig;Arsenal;Premier League;2011-2012;8500000;7000000;-0.176470588235294;-1500000
Kévin Constant;Defensive Midfield;24;Chievo Verona;Serie A;Genoa;Serie A;2011-2012;5500000;7000000;0.272727272727273;1500000
Tim Matavz;Centre-Forward;22;FC Groningen;Eredivisie;PSV Eindhoven;Eredivisie;2011-2012;5500000;7000000;0.272727272727273;1500000
Thiago Neves;Attacking Midfield;26;Hilal;Professional League;Fluminense;Série A;2011-2012;4500000;7000000;0.555555555555556;2500000
Diego Tardelli;Centre-Forward;26;Anzhi;Russia;Al Gharafa;Stars League;2011-2012;2500000;7000000;1.8;4500000
Borja Valero;Central Midfield;27;Villarreal CF;LaLiga2;Fiorentina;Serie A;2012-2013;12000000;7000000;-0.416666666666667;-5000000
Milos Krasic;Central Midfield;27;Juventus;Serie A;Fenerbahce;Süper Lig;2012-2013;11000000;7000000;-0.363636363636364;-4000000
Mattia Destro;Centre-Forward;21;Siena;Serie A;Genoa;Serie A;2012-2013;10000000;7000000;-0.3;-3000000
Pablo Hernández;Right Winger;27;Valencia CF;LaLiga;Swansea;Premier League;2012-2013;9000000;7000000;-0.222222222222222;-2000000
Bas Dost;Centre-Forward;23;Heerenveen;Eredivisie;VfL Wolfsburg;1.Bundesliga;2012-2013;8000000;7000000;-0.125;-1000000
Niko Kranjcar;Attacking Midfield;27;Spurs;Premier League;Dynamo Kyiv;Premier Liga;2012-2013;7500000;7000000;-0.0666666666666667;-500000
Philipp Wollscheid;Centre-Back;23;1.FC Nuremberg;1.Bundesliga;Bay. Leverkusen;1.Bundesliga;2012-2013;7500000;7000000;-0.0666666666666667;-500000
Vedran Corluka;Centre-Back;26;Spurs;Premier League;Loko Moscow;Premier Liga;2012-2013;7500000;7000000;-0.0666666666666667;-500000
Sung-yong Ki;Defensive Midfield;23;Celtic;Premiership;Swansea;Premier League;2012-2013;3500000;7000000;1;3500000
Papu Gómez;Second Striker;25;Catania;Serie A;Metalist;Premier Liga;2013-2014;11000000;7000000;-0.363636363636364;-4000000
Toby Alderweireld;Centre-Back;24;AFC Ajax;Eredivisie;Atlético Madrid;LaLiga;2013-2014;10000000;7000000;-0.3;-3000000
Stéphane Sessègnon;Attacking Midfield;29;Sunderland;Premier League;West Brom;Premier League;2013-2014;9000000;7000000;-0.222222222222222;-2000000
Felipe Caicedo;Centre-Forward;25;Loko Moscow;Premier Liga;Al-Jazira;UAE Gulf League;2013-2014;8000000;7000000;-0.125;-1000000
Diego Reyes;Centre-Back;20;América;Liga MX Clausura;FC Porto;Liga NOS;2013-2014;7000000;7000000;0;0
Leo Baptistão;Centre-Forward;20;Rayo Vallecano;LaLiga;Atlético Madrid;LaLiga;2013-2014;7000000;7000000;0;0
Vladimir Gabulov;Goalkeeper;29;Anzhi;Premier Liga;Dinamo Moscow;Premier Liga;2013-2014;6500000;7000000;0.0769230769230769;500000
Facundo Ferreyra;Centre-Forward;22;Vélez Sarsfield;Torneo Final;Shakhtar D.;Premier Liga;2013-2014;6000000;7000000;0.166666666666667;1000000
Arouna Koné;Centre-Forward;29;Wigan;Championship;Everton;Premier League;2013-2014;5000000;7000000;0.4;2000000
Oleg Shatov;Central Midfield;23;Anzhi;Premier Liga;Zenit S-Pb;Premier Liga;2013-2014;5000000;7000000;0.4;2000000
Mathieu Valbuena;Left Winger;29;Marseille;Ligue 1;Dinamo Moscow;Premier Liga;2014-2015;14000000;7000000;-0.5;-7000000
Nuri Sahin;Defensive Midfield;25;Real Madrid;LaLiga;Bor. Dortmund;1.Bundesliga;2014-2015;12000000;7000000;-0.416666666666667;-5000000
Giacomo Bonaventura;Central Midfield;25;Atalanta;Serie A;AC Milan;Serie A;2014-2015;10000000;7000000;-0.3;-3000000
Tin Jedvaj;Centre-Back;19;AS Roma;Serie A;Bay. Leverkusen;1.Bundesliga;2014-2015;6500000;7000000;0.0769230769230769;500000
Stefan de Vrij;Centre-Back;22;Feyenoord;Eredivisie;Lazio;Serie A;2014-2015;6000000;7000000;0.166666666666667;1000000
Omer Damari;Centre-Forward;25;Austria Vienna;Bundesliga;RB Leipzig;2.Bundesliga;2014-2015;2500000;7000000;1.8;4500000
Jake Livermore;Defensive Midfield;24;Spurs;Premier League;Hull City;Premier League;2014-2015;2500000;7000000;1.8;4500000
Daley Sinkgraven;Left-Back;19;Heerenveen;Eredivisie;AFC Ajax;Eredivisie;2014-2015;1500000;7000000;3.66666666666667;5500000
Cédric Soares;Right-Back;23;Sporting CP;Liga NOS;Southampton;Premier League;2015-2016;9500000;7000000;-0.263157894736842;-2500000
Lima;Centre-Forward;32;Benfica;Liga NOS;Al-Ahli (UAE);UAE Gulf League;2015-2016;8000000;7000000;-0.125;-1000000
Iago Falque;Right Winger;26;Genoa;Serie A;AS Roma;Serie A;2015-2016;8000000;7000000;-0.125;-1000000
Gökhan Inler;Defensive Midfield;31;SSC Napoli;Serie A;Leicester;Premier League;2015-2016;7500000;7000000;-0.0666666666666667;-500000
Ozan Tufan;Defensive Midfield;20;Bursaspor;Süper Lig;Fenerbahce;Süper Lig;2015-2016;7500000;7000000;-0.0666666666666667;-500000
Jefferson Farfán;Right Winger;30;FC Schalke 04;1.Bundesliga;Al-Jazira;UAE Gulf League;2015-2016;7000000;7000000;0;0
Juanmi;Right Winger;22;Málaga CF;LaLiga;Southampton;Premier League;2015-2016;7000000;7000000;0;0
Mathew Ryan;Goalkeeper;23;Club Brugge;Jupiler Pro League;Valencia CF;LaLiga;2015-2016;7000000;7000000;0;0
Gastón Pereiro;Attacking Midfield;20;Nacional;Primera División;PSV Eindhoven;Eredivisie;2015-2016;7000000;7000000;0;0
Vlad Chiriches;Centre-Back;25;Spurs;Premier League;SSC Napoli;Serie A;2015-2016;6000000;7000000;0.166666666666667;1000000
Grégoire Defrel;Centre-Forward;24;RC Cesena;Serie B;Sassuolo;Serie A;2015-2016;6000000;7000000;0.166666666666667;1000000
Ersan Gülüm;Centre-Back;28;Besiktas;Süper Lig;HB CFFC;Super League;2015-2016;5000000;7000000;0.4;2000000
Marko Grujic;Central Midfield;19;Red Star;SuperLiga;Liverpool;Premier League;2015-2016;3000000;7000000;1.33333333333333;4000000
Oriol Romeu;Defensive Midfield;23;Chelsea;Premier League;Southampton;Premier League;2015-2016;2500000;7000000;1.8;4500000
Yohan Benalouane;Centre-Back;28;Atalanta;Serie A;Leicester;Premier League;2015-2016;1300000;7000000;4.38461538461539;5700000
Denis Cheryshev;Left Winger;25;Real Madrid;LaLiga;Villarreal CF;LaLiga;2016-2017;10000000;7000000;-0.3;-3000000
Konstantinos Mitroglou;Centre-Forward;28;Fulham;Championship;Benfica;Liga NOS;2016-2017;9500000;7000000;-0.263157894736842;-2500000
Gerónimo Rulli;Goalkeeper;24;Man City;Premier League;Real Sociedad;LaLiga;2016-2017;8000000;7000000;-0.125;-1000000
Odil Akhmedov;Defensive Midfield;29;Krasnodar;Premier Liga;SIPG;Super League;2016-2017;7000000;7000000;0;0
Anwar El Ghazi;Left Winger;21;AFC Ajax;Eredivisie;LOSC Lille;Ligue 1;2016-2017;6500000;7000000;0.0769230769230769;500000
Jonathas;Centre-Forward;27;Real Sociedad;LaLiga;Rubin Kazan;Premier Liga;2016-2017;6000000;7000000;0.166666666666667;1000000
Martin Hinteregger;Centre-Back;23;RB Salzburg;Bundesliga;FC Augsburg;1.Bundesliga;2016-2017;6000000;7000000;0.166666666666667;1000000
Giuliano;Attacking Midfield;26;Grêmio;Série A;Zenit S-Pb;Premier Liga;2016-2017;5000000;7000000;0.4;2000000
Leo Baptistão;Centre-Forward;23;Atlético Madrid;LaLiga;Espanyol;LaLiga;2016-2017;4000000;7000000;0.75;3000000
Lewis Cook;Central Midfield;19;Leeds;Championship;Bournemouth;Premier League;2016-2017;4000000;7000000;0.75;3000000
Ismael Sosa;Right Winger;29;UNAM Pumas;Liga MX Clausura;Tigres UANL;Liga MX Clausura;2016-2017;3000000;7000000;1.33333333333333;4000000
Harold Preciado;Centre-Forward;22;Deportivo Cali;Liga Águila II;SZ FC;League One;2016-2017;1150000;7000000;5.08695652173913;5850000
Éver Banega;Central Midfield;29;Inter;Serie A;Sevilla FC;LaLiga;2017-2018;16000000;7000000;-0.5625;-9000000
Nolito;Left Winger;30;Man City;Premier League;Sevilla FC;LaLiga;2017-2018;12000000;7000000;-0.416666666666667;-5000000
Ryad Boudebouz;Attacking Midfield;27;Montpellier;Ligue 1;Real Betis;LaLiga;2017-2018;10000000;7000000;-0.3;-3000000
Giuliano;Attacking Midfield;27;Zenit S-Pb;Premier Liga;Fenerbahce;Süper Lig;2017-2018;9000000;7000000;-0.222222222222222;-2000000
Jordan Veretout;Central Midfield;24;Aston Villa;Championship;Fiorentina;Serie A;2017-2018;9000000;7000000;-0.222222222222222;-2000000
Konrad Laimer;Central Midfield;20;RB Salzburg;Bundesliga;RB Leipzig;1.Bundesliga;2017-2018;8000000;7000000;-0.125;-1000000
Sébastien Haller;Centre-Forward;23;FC Utrecht;Eredivisie;E. Frankfurt;1.Bundesliga;2017-2018;8000000;7000000;-0.125;-1000000
Diego Llorente;Centre-Back;23;Real Madrid;LaLiga;Real Sociedad;LaLiga;2017-2018;7500000;7000000;-0.0666666666666667;-500000
Clinton N'Jie;Centre-Forward;23;Spurs;Premier League;Marseille;Ligue 1;2017-2018;7000000;7000000;0;0
Marcelo;Centre-Back;30;Besiktas;Süper Lig;Olympique Lyon;Ligue 1;2017-2018;6500000;7000000;0.0769230769230769;500000
Jorge Meré;Centre-Back;20;Sporting Gijón;LaLiga2;1. FC Köln;1.Bundesliga;2017-2018;6000000;7000000;0.166666666666667;1000000
Víctor Camarasa;Central Midfield;23;Levante UD;LaLiga;Real Betis;LaLiga;2017-2018;5000000;7000000;0.4;2000000
Salif Sané;Centre-Back;27;Hannover 96;1.Bundesliga;FC Schalke 04;1.Bundesliga;2018-2019;18000000;7000000;-0.611111111111111;-11000000
Jonny Castro;Left-Back;24;Celta de Vigo;LaLiga;Atlético Madrid;LaLiga;2018-2019;12000000;7000000;-0.416666666666667;-5000000
Wahbi Khazri;Attacking Midfield;27;Sunderland;League One;Saint-Étienne;Ligue 1;2018-2019;10000000;7000000;-0.3;-3000000
Mikel Merino;Defensive Midfield;22;Bor. Dortmund;1.Bundesliga;Newcastle;Premier League;2018-2019;10000000;7000000;-0.3;-3000000
Marcel Tisserand;Centre-Back;25;FC Ingolstadt;2.Bundesliga;VfL Wolfsburg;1.Bundesliga;2018-2019;7500000;7000000;-0.0666666666666667;-500000
